id,province,district,subdistrict,address,property_type,total_units,bedrooms,baths,floor_area,floor_level,land_area,latitude,longitude,nearby_stations,nearby_bus_stops,nearby_supermarkets,nearby_shops,year_built,month_built,price,price_sqm
10574157,Nonthaburi,Bang Yai,Bang Muang,99/30 ซอย 4/6 ถนนกาญจนภิเษก,Detached House,,2.0,3.0,210,1.0,268.0,13.8310125,100.4139219,0,8.0,6.0,20,0,,6990000,
11028436,Bangkok,Phasi Charoen,Pak Khlong Phasi Charoen,Petchkasem Road,Condo,799.0,2.0,1.0,50,15.0,,13.7196888027,100.459497205,3,,2.0,3,2017,December,4900000,98000.0
10915960,Bangkok,Phasi Charoen,Bang Wa,Petchkasem Road,Condo,835.0,2.0,1.0,70,31.0,,13.7187852709,100.4558270497,2,,2.0,5,2010,June,4890000,69857.14285714286
10922443,Bangkok,Bangkok Noi,Bang Khun Non,Liap Thang Rotfai Taling Chan Road Noi,Condo,484.0,1.0,1.0,27,8.0,,13.773535,100.459057,0,20.0,4.0,4,2020,October,2350000,87037.03703703704
10959801,Bangkok,Min Buri,Min Buri,26/131 สามวา,Townhouse,,3.0,2.0,95,2.0,72.0,13.8240625,100.7263125,0,20.0,11.0,11,0,,2950000,
10070097,Bangkok,Bang Kapi,Khlong Chan,ลาดพร้าว,Townhouse,,3.0,3.0,255,2.0,,13.8058625,100.6227656,0,13.0,8.0,20,0,,4590000,
10405497,Nonthaburi,Mueang Nonthaburi,Bang Si Mueang,Sai Thanam Non Road,Townhouse,372.0,3.0,2.0,109,2.0,,13.839192411,100.4842697359,0,3.0,6.0,4,0,,2690000,
10951727,Bangkok,Chatuchak,Lat Yao,Lat Yao,Townhouse,,2.0,3.0,110,1.0,80.0,13.8259375,100.5649375,2,20.0,20.0,10,0,,2800000,
10883597,Bangkok,Bang Phlat,Bang Yi Khan,"Soi Charansanitwong, Sirinthon Road",Condo,560.0,1.0,1.0,35,21.0,,13.7838800572,100.4939085012,1,,13.0,11,2018,March,3450000,98571.42857142857
11041106,Nonthaburi,Mueang Nonthaburi,Bang Khen,Nakhon In,Condo,1544.0,1.0,1.0,26,16.0,,13.83663,100.504437,0,20.0,5.0,3,2015,April,1290000,49615.38461538462
11004791,Nonthaburi,Pak Kret,Khlong Kluea,Chaeng Watthana Road,Condo,1231.0,1.0,1.0,25,23.0,,13.897264621,100.5523397718,0,15.0,6.0,8,2013,January,2000000,80000.0
10917212,Bangkok,Ratchathewi,Thanon Phaya Thai,Ayutthaya Road,Condo,258.0,1.0,1.0,60,18.0,,13.756957,100.539258,3,,14.0,20,2017,November,7300000,121666.66666666667
10872201,Bangkok,Phaya Thai,Sam Sen Nai,Phaholyothin 14 Road,Condo,79.0,1.0,1.0,36,18.0,,13.7859011681,100.5491937667,3,,10.0,20,2011,September,2800000,77777.77777777778
10149770,Bangkok,Chatuchak,Chom Phon,1076 Phahonyothin Road,Condo,1012.0,1.0,1.0,45,18.0,,13.8177698166,100.5650060344,3,,11.0,20,2013,August,4000000,88888.88888888889
10825794,Nonthaburi,Pak Kret,Ban Mai,Soi Mu Ban Mueang Thong Thani Khrongkan 6 Soi B 2,Condo,1046.0,2.0,1.0,49,6.0,,13.915267,100.540035,0,3.0,5.0,8,2012,,1900000,38775.510204081635
10810336,Bangkok,Thon Buri,Dao Khanong,680 Ratchadaphisek Road,Condo,710.0,1.0,1.0,28,20.0,,13.708079,100.480649,2,,4.0,20,2014,October,1850000,66071.42857142857
10894769,Bangkok,Phra Khanong,Bang Chak,Soi Sukhumvit 64 Sukhumvit Road,Condo,105.0,1.0,1.0,42,8.0,,13.686233,100.6048,2,,7.0,13,2013,July,3100000,73809.52380952382
10750707,Bangkok,Chatuchak,Chom Phon,. Vibhavadi-Rangsit Road,Condo,1533.0,1.0,1.0,30,28.0,,13.812768,100.560436,2,,11.0,20,2018,March,3500000,116666.66666666667
10212977,Bangkok,Bang Rak,Suriyawong,"63 Soi Pipat 2, Silom Road",Condo,74.0,1.0,1.0,57,7.0,,13.725428,100.533401,3,,20.0,20,2011,April,8000000,140350.87719298244
10753566,Bangkok,Khlong Toei,Khlong Tan,"119 Soi Sukhumvit 26, Khong Tan",Condo,138.0,1.0,1.0,44,7.0,,13.7252454945,100.570974746,2,,20.0,20,2009,June,5000000,113636.36363636363
10406151,Bangkok,Sai Mai,O Ngoen,Soi Karnchanapisek Expressway,Detached House,308.0,4.0,3.0,178,2.0,256.0,13.886284,100.681978,0,,2.0,1,2019,,6190000,
10968416,Bangkok,Huai Khwang,Huai Khwang,72 Rama 9,Condo,433.0,1.0,1.0,30,13.0,,13.7557133414,100.5663852478,3,,13.0,20,2015,September,4300000,143333.33333333334
10840910,Bangkok,Bang Khun Thian,Samae Dam,Rama 2 Road,Detached House,229.0,5.0,3.0,370,2.0,380.0,13.632656,100.396505,0,15.0,3.0,6,0,,8500000,
10918374,Nonthaburi,Bang Bua Thong,Bang Bua Thong,"Kanchanapisek Road, Soi Bang Phai 14",Townhouse,158.0,3.0,2.0,110,2.0,72.0,13.9131973859,100.3797995,0,,2.0,5,0,,1900000,
10839075,Nonthaburi,Pak Kret,Bang Talat,Bang Talat,Townhouse,,3.0,3.0,220,2.0,104.0,13.9077337,100.4958678,0,14.0,7.0,6,0,,4900000,
7532047,Nonthaburi,Mueang Nonthaburi,Bang Kraso,Rattanathibet Road,Condo,2824.0,1.0,1.0,26,18.0,,13.8636530348,100.5028675423,2,,16.0,11,2016,December,2100000,80769.23076923077
10277439,Samut Prakan,Mueang Samut Prakan,Thai Ban,Soi Phanason Village 12,Townhouse,410.0,2.0,2.0,82,2.0,84.0,13.541276,100.612336,0,,3.0,3,0,,1780000,
10841953,Bangkok,Bang Kapi,Hua Mak,3 Ramkhamhaeng Road,Condo,923.0,1.0,1.0,30,21.0,,13.7483016517,100.6053932659,1,,4.0,10,2014,June,2300000,76666.66666666667
10911265,Bangkok,Bang Na,Bang Na,Soi Sukhumvit 105 (Lasalle),Condo,425.0,1.0,1.0,24,4.0,,13.655379,100.64653,0,5.0,9.0,7,2017,January,1990000,82916.66666666667
10608819,Bangkok,Huai Khwang,Huai Khwang,198 Ratchadaphisek Road,Condo,691.0,2.0,2.0,48,15.0,,13.774685,100.573913,1,,20.0,20,2012,,4410000,91875.0
11017368,Nonthaburi,Bang Kruai,Wat Chalo,Wat Chalo,Townhouse,,3.0,3.0,130,2.0,96.0,13.7940875,100.4711406,1,20.0,2.0,3,0,,3900000,
11029918,Bangkok,Yan Nawa,Chong Nonsi,Rama 3 Road,Condo,871.0,1.0,1.0,62,18.0,,13.68805,100.548108,1,19.0,4.0,6,2014,June,5350000,86290.32258064517
11043218,Nonthaburi,Bang Yai,Bang Mae Nang,Bang Mae Nang,Townhouse,,3.0,2.0,120,2.0,72.0,13.8978125,100.3699375,0,,2.0,1,0,,2490000,
10830692,Bangkok,Khlong San,Khlong Ton Sai,79/1 Krung Thon Buri Road,Condo,199.0,3.0,2.0,127,4.0,,13.721441,100.500373,2,,19.0,13,2007,,7200000,56692.913385826774
10881071,Nonthaburi,Pak Kret,Bang Talat,Bang Talat,Townhouse,,3.0,2.0,250,2.0,96.0,13.8924625,100.5484844,0,16.0,3.0,5,0,,4800000,
10945933,Bangkok,Bang Sue,Wong Sawang,Wong Sawang,Townhouse,,2.0,2.0,96,2.0,68.0,13.8336125,100.5387656,0,20.0,3.0,2,0,,2690000,
9978303,Samut Prakan,Bang Phli,Bang Phli Yai,188/51ซอยลันตา 9 Yai,Detached House,,3.0,3.0,100,2.0,200.0,13.666095,100.701305,0,1.0,1.0,1,0,,4800000,
10639500,Samut Prakan,Mueang Samut Prakan,Bang Muang,Bang Mueng,Townhouse,,3.0,2.0,96,2.0,96.0,13.605093,100.6251379,0,1.0,6.0,1,0,,3000000,
10996270,Bangkok,Bangkok Noi,Arun Amarin,151 Boromarajonani Road Noi,Condo,1408.0,1.0,1.0,30,19.0,,13.785537,100.469754,0,20.0,10.0,5,2012,July,1890000,63000.0
10637960,Bangkok,Khlong Toei,Phra Khanong,"Soi Sukhumvit 42, Sukhumvit Road",Condo,407.0,1.0,1.0,35,24.0,,13.7177430737,100.5854042553,2,,17.0,19,2015,December,6900000,197142.85714285713
9790219,Bangkok,Bang Khun Thian,Tha Kham,Bang Khun Thian-Chai Thale Road,Detached House,168.0,3.0,3.0,169,2.0,424.0,13.600330684,100.4279149644,0,3.0,7.0,1,0,,8250000,
10817390,Bangkok,Phra Khanong,Bang Chak,Sukhumvit 64 Road,Condo,365.0,2.0,2.0,64,6.0,,13.687084,100.605973,2,,6.0,15,2014,February,5000000,78125.0
10870952,Bangkok,Bang Sue,Bang Sue,Pracharat Sai 1 Road,Condo,709.0,1.0,1.0,30,9.0,,13.8080895794,100.5221028184,2,,6.0,5,2013,January,1790000,59666.666666666664
9209725,Bangkok,Phaya Thai,Sam Sen Nai,Phaholyothin Road,Condo,206.0,1.0,1.0,59,14.0,,13.786141,100.546199,3,,11.0,20,2013,July,5000000,84745.7627118644
10989794,Bangkok,Chatuchak,Lat Yao,888 Vibhavadi-Rangsit Road,Condo,875.0,1.0,1.0,40,12.0,,13.838470000000001,100.558087,2,20.0,3.0,6,2016,May,3950000,98750.0
10823013,Bangkok,Thon Buri,Dao Khanong,680 Ratchadaphisek Road,Condo,710.0,1.0,1.0,29,20.0,,13.708079,100.480649,2,,4.0,20,2014,October,1750000,60344.8275862069
11010817,Samut Prakan,Mueang Samut Prakan,Phraek Sa,Phraeksa,Townhouse,,1.0,1.0,100,2.0,64.0,13.5740625,100.6456094,0,12.0,12.0,1,0,,1150000,
10927180,Bangkok,Chatuchak,Chan Kasem,Soi Ladprao 23 Ladprao Road,Condo,236.0,1.0,1.0,32,18.0,,13.805117,100.575947,2,,10.0,9,2013,August,2920000,91250.0
10943432,Bangkok,Suan Luang,Suan Luang,418 Sukhumvit 77 Road,Condo,673.0,1.0,1.0,31,9.0,,13.71133,100.604363,1,,9.0,16,2016,June,2650000,85483.87096774194
9981008,Bangkok,Chatuchak,Chom Phon,Ladprao Road,Condo,497.0,1.0,1.0,35,10.0,,13.805223,100.574215,2,,9.0,9,2017,February,6000000,171428.57142857142
10882354,Bangkok,Phra Khanong,Bang Chak,Bang Chak,Detached House,,3.0,2.0,200,2.0,144.0,13.6910654,100.614025,1,,10.0,14,0,,5790000,
10909234,Bangkok,Khlong Toei,Phra Khanong,88 Soi Sukhumvit 38,Condo,199.0,1.0,1.0,38,18.0,,13.720854,100.578565,2,,15.0,20,2012,December,6600000,173684.2105263158
10967077,Bangkok,Khlong Toei,Phra Khanong,Soi Sukhumvit 42,Condo,303.0,1.0,1.0,42,18.0,,13.719125,100.584741,3,,19.0,20,2007,December,5200000,123809.52380952382
10900646,Bangkok,Phaya Thai,Sam Sen Nai,21 Pradiphat Road,Condo,981.0,1.0,1.0,34,18.0,,13.7908705133,100.5460723178,3,,14.0,20,2019,October,5190000,152647.0588235294
10826522,Nonthaburi,Mueang Nonthaburi,Bang Kraso,26/1  Rattanathibet Road,Condo,1232.0,1.0,1.0,44,20.0,,13.8637736562,100.5010689973,2,,14.0,15,2011,June,1650000,37500.0
10894481,Bangkok,Bang Khae,Bang Khae Nuea,Phutthamonthon Sai 2 Road,Condo,811.0,2.0,2.0,46,5.0,,13.710867499999999,100.3962291971,0,20.0,6.0,5,2013,June,2490000,54130.434782608696
10967663,Bangkok,Ratchathewi,Thanon Phaya Thai,10 Rangnam Road,Condo,385.0,1.0,1.0,28,18.0,,13.7611765269,100.5365492712,3,,13.0,20,2018,December,6159000,219964.2857142857
10755831,Nonthaburi,Mueang Nonthaburi,Bang Khen,"107, 109 Moo 9, Soi Duangmanee, Ngamwongwan Road",Condo,366.0,1.0,1.0,31,18.0,,13.844599,100.529109,0,5.0,,1,2014,July,1290000,41612.903225806454
11027969,Bangkok,Min Buri,Saen Saep,278 Romklao Road,Townhouse,317.0,2.0,3.0,89,2.0,92.0,13.777097,100.734355,0,10.0,5.0,5,0,,3450000,
11031031,Bangkok,Sai Mai,Sai Mai,Sai Mai,Townhouse,,3.0,2.0,100,2.0,72.0,13.9057625,100.6758594,0,8.0,7.0,2,0,,3800000,
11029036,Bangkok,Khlong Toei,Khlong Tan,"Sukhumvit 24 Road, Khong Tan",Condo,402.0,1.0,1.0,32,18.0,,13.7226812532,100.5661111779,2,,20.0,20,2016,March,5800000,181250.0
10994842,Bangkok,Bang Rak,Si Phraya,Rama 4 Road,Condo,1180.0,1.0,1.0,34,40.0,,13.7315835212,100.5311729497,3,,20.0,20,2018,March,8890000,261470.58823529413
10359806,Bangkok,Thon Buri,Talat Phlu,Ratchaphruek Road,Condo,711.0,2.0,1.0,49,20.0,,13.712928999999999,100.474874,3,,8.0,18,2021,October,4390000,89591.83673469388
10748921,Bangkok,Rat Burana,Bang Pa Kok,57 Ratburana Road,Condo,1265.0,1.0,1.0,35,19.0,,13.688214,100.492323,0,20.0,12.0,6,2008,December,2050000,58571.42857142857
10344463,Bangkok,Khlong Toei,Phra Khanong,"Soi Roem Charoen 1, Sukhumvit 50 Road",Condo,415.0,1.0,1.0,26,7.0,,13.705176999999999,100.592245,1,,4.0,6,2019,,2600000,100000.0
10643088,Bangkok,Chatuchak,Sena Nikhom,Prasert Manutakit Road,Condo,1456.0,1.0,1.0,34,19.0,,13.8392860435,100.5800299914,2,20.0,8.0,7,2010,June,1890000,55588.23529411765
11031045,Bangkok,Khlong Toei,Khlong Tan,"Sukhumvit 24 Road, Khong Tan",Condo,402.0,1.0,1.0,29,18.0,,13.7226812532,100.5661111779,2,,20.0,20,2016,March,5200000,179310.3448275862
10889641,Samut Prakan,Bang Phli,Bang Phli Yai,Soi Mahachai Yak 2 Yai,Townhouse,280.0,3.0,2.0,112,2.0,84.0,13.6348335726,100.6871974381,0,,1.0,1,2013,,2500000,
10827351,Bangkok,Bang Na,Bang Na,195 Sanphawut Road,Condo,1569.0,1.0,1.0,46,27.0,,13.673215,100.604476,2,,6.0,4,2017,January,5390000,117173.91304347826
10979972,Bangkok,Lat Phrao,Lat Phrao,ถนนนาคนิวาส แขวงลาดพร้าว เขตลาดพร้าว กทม.,Condo,740.0,1.0,1.0,50,6.0,,13.816222,100.6104,0,20.0,6.0,11,2020,October,3990000,79800.0
10610003,Bangkok,Huai Khwang,Bang Kapi,Phetchaburi Rd,Condo,496.0,2.0,1.0,45,29.0,,13.744901,100.582269,0,20.0,11.0,12,2022,June,5600000,124444.44444444444
10992001,Bangkok,Bang Khen,Tha Raeng,43 Raminthra Road,Condo,825.0,1.0,1.0,30,1.0,,13.8534916212,100.6360918168,0,16.0,10.0,9,2012,January,1390000,46333.333333333336
10844843,Nonthaburi,Mueang Nonthaburi,Tha Sai,ติวานนท์,Townhouse,,4.0,3.0,160,2.0,80.0,13.8658492,100.4941285,1,,6.0,15,0,,2180000,
10711432,Bangkok,Lat Krabang,Lat Krabang,Ladkrabang Road,Condo,916.0,2.0,2.0,60,8.0,,13.721394,100.721228,0,16.0,13.0,14,2012,January,2900000,48333.333333333336
10939930,Bangkok,Khlong Toei,Khlong Toei,"22 Soi Setthi Thawi Sap, Sukhumvit 22",Condo,316.0,1.0,1.0,24,2.0,,13.724915,100.563368,2,,19.0,20,2017,January,3000000,125000.0
11036488,Nonthaburi,Bang Bua Thong,Bang Bua Thong,Kanchanaphisek Road,Condo,443.0,1.0,1.0,29,8.0,,13.8837119077,100.4095719583,2,,20.0,20,2017,June,1390000,47931.03448275862
10881311,Bangkok,Khlong Toei,Phra Khanong,Soi Sukhumvit 48,Condo,612.0,1.0,1.0,41,7.0,,13.711724,100.594785,2,,20.0,17,2018,December,4850000,118292.68292682926
11014964,Samut Prakan,Bang Phli,Bang Kaeo,Bangna-Trad Road,Townhouse,136.0,3.0,3.0,134,2.0,96.0,13.638321,100.676863,0,3.0,3.0,7,2021,,6800000,
11003941,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,Samrong Nua,Townhouse,,5.0,2.0,176,2.0,116.0,13.6471875,100.6112969,0,,9.0,11,0,,2950000,
11032413,Bangkok,Bueng Kum,Nuan Chan,Nuan Chan,Townhouse,,3.0,2.0,180,2.0,88.0,13.8267653,100.647812,0,20.0,8.0,10,0,,4500000,
9635009,Bangkok,Khlong San,Villa Sathorn,5 KrungThonBuri Road,Condo,636.0,1.0,1.0,56,18.0,,13.721289717,100.5043840443,2,,14.0,20,2010,July,5250000,93750.0
10560573,Bangkok,Bang Na,Bang Na,Bang Na,Detached House,,3.0,2.0,130,2.0,240.0,13.6741713,100.608395,2,,9.0,7,0,,6490000,
10867008,Bangkok,Bang Khae,Bang Khae Nuea,98 Petchkasem Rd,Condo,2706.0,1.0,1.0,23,11.0,,13.7107198511,100.3830670804,0,20.0,6.0,9,2013,December,1230000,53478.260869565216
10934844,Bangkok,Taling Chan,Taling Chan,Boromratchachonnanee Road,Condo,992.0,1.0,1.0,32,14.0,,13.784974,100.460947,0,20.0,8.0,4,2015,August,2000000,62500.0
10941212,Nonthaburi,Mueang Nonthaburi,Talat Khwan,Tiwanon Road,Condo,520.0,1.0,1.0,35,9.0,,13.842622,100.510285,2,,3.0,3,2011,June,1500000,42857.142857142855
10950595,Bangkok,Khlong Toei,Phra Khanong,890 Sukhumvit Road,Condo,738.0,1.0,1.0,42,6.0,,13.7071,100.593017,2,,12.0,8,2009,September,2899000,69023.80952380953
10911508,Bangkok,Sai Mai,O Ngoen,O-Ngoen,Townhouse,,3.0,2.0,135,1.0,116.0,13.8960625,100.6720625,0,3.0,1.0,5,0,,3190000,
10564524,Bangkok,Khlong Toei,Phra Khanong,Sukhumvit Road,Condo,280.0,1.0,1.0,37,5.0,,13.716146,100.586117,2,,17.0,20,2013,September,3500000,94594.5945945946
10934216,Bangkok,Bang Kapi,Hua Mak,845 Ramkhamhaeng Road,Condo,546.0,1.0,1.0,30,5.0,,13.763566992,100.6405734319,0,20.0,15.0,20,2015,June,2750000,91666.66666666667
9408769,Bangkok,Khlong Toei,Phra Khanong,Sukhumvit Road,Condo,837.0,2.0,2.0,54,17.0,,13.7109650149,100.5938943245,2,,17.0,18,2013,December,5150000,95370.37037037036
10967972,Bangkok,Watthana,Phra Khanong Nuea,Sukhumvit 77 Road,Condo,324.0,1.0,1.0,37,7.0,,13.71404158,100.6022190172,1,,10.0,19,2016,May,4800000,129729.72972972973
10920011,Nonthaburi,Bang Bua Thong,Bang Rak Phatthana,รัตนาธิเบศร์,Townhouse,,4.0,3.0,180,2.0,84.0,13.8759625,100.4253281,2,,1.0,2,0,,2950000,
11033506,Bangkok,Don Mueang,Si Kan,Soi Thoet Rachan 45,Townhouse,120.0,3.0,2.0,88,2.0,88.0,13.9467278351,100.5964173821,0,,,2,0,,2990000,
10972017,Bangkok,Yan Nawa,Chong Nonsi,507/286  Rama 3 Road,Condo,620.0,1.0,1.0,78,14.0,,13.700313,100.538,2,20.0,20.0,20,2002,June,5820000,74615.38461538461
10899108,Nonthaburi,Bang Bua Thong,Bang Bua Thong,Kanchanaphisek Road,Condo,443.0,1.0,1.0,29,1.0,,13.8837119077,100.4095719583,2,,20.0,20,2017,June,1190000,41034.48275862069
10854105,Bangkok,Huai Khwang,Bang Kapi,2898 Petchaburi Road,Condo,281.0,2.0,1.0,45,18.0,,13.744085,100.587193,0,20.0,11.0,13,2015,February,5100000,113333.33333333333
11019924,Bangkok,Din Daeng,Din Daeng,454 Ratchadapisek Road,Condo,729.0,1.0,1.0,35,7.0,,13.786216,100.573084,2,,14.0,15,2015,February,3590000,102571.42857142857
11024411,Nonthaburi,Bang Bua Thong,Bang Rak Phatthana,Bang Rak Pattana,Townhouse,,3.0,2.0,104,2.0,64.0,13.8886876,100.408559,2,,10.0,13,0,,1999000,
10860659,Bangkok,Bang Sue,Bang Sue,"301, 647 Ratchadaphisek Road",Condo,669.0,1.0,1.0,41,7.0,,13.829946055,100.5333333214,2,,3.0,2,2010,July,2490000,60731.70731707317
9740175,Bangkok,Thon Buri,Dao Khanong,Charoen Nakhon Road,Condo,537.0,2.0,2.0,60,18.0,,13.69671,100.486088,0,20.0,12.0,4,2020,,6900000,115000.0
10659925,Nonthaburi,Mueang Nonthaburi,Bang Kraso,26/1  Rattanathibet Road,Condo,1232.0,1.0,1.0,30,24.0,,13.8637736562,100.5010689973,2,,14.0,15,2011,June,1030000,34333.333333333336
10816192,Samut Prakan,Bang Sao Thong,Bang Sao Thong,4 บางนาการ์เด้น 4,Condo,143.0,2.0,2.0,60,4.0,,13.595734,100.834475,0,,5.0,1,2012,September,2100000,35000.0
10762124,Bangkok,Phaya Thai,Sam Sen Nai,พหลโยธิน Pahonyothin Road,Condo,197.0,2.0,2.0,62,16.0,,13.7758370693,100.542976,2,,10.0,12,2014,September,8500000,137096.7741935484
10812986,Bangkok,Khlong Sam Wa,Sam Wa Tawan Tok,Sam Wa Tawan Tok,Detached House,,3.0,2.0,150,2.0,180.0,13.8915625,100.7258281,0,,3.0,5,0,,3990000,
10663272,Bangkok,Din Daeng,Din Daeng,624 Asoke-Dindaeng Road,Condo,2177.0,1.0,1.0,35,11.0,,13.7568541852,100.5603342209,3,,8.0,20,2010,July,2000000,57142.857142857145
10609339,Bangkok,Watthana,Khlong Tan Nuea,"Soi Sukhumvit 55, Road Sukhumvit",Condo,590.0,2.0,2.0,72,8.0,,13.7348531738,100.5843944835,0,20.0,17.0,20,2008,May,7200000,100000.0
11031181,Bangkok,Watthana,Khlong Tan Nuea,175-179 Soi Sukhumvit 39 Sukhumvit Road,Condo,500.0,2.0,1.0,80,24.0,,13.743154,100.573438,0,20.0,12.0,13,1994,April,5000000,62500.0
10936077,Bangkok,Chom Thong,Bang Kho,65 ถนนกัลปพฤกษ์ แขวงบางค้อ เขตจอมทอง กรุงเทพมหานคร,Condo,613.0,1.0,1.0,27,18.0,,13.712653,100.464333,1,,2.0,1,2016,June,2500000,92592.5925925926
11029920,Bangkok,Saphan Sung,Saphan Sung,Kheharomklao Road,Detached House,160.0,3.0,2.0,160,2.0,156.0,13.7693243064,100.7116208756,0,19.0,,4,0,,3490000,
11009267,Bangkok,Bang Khae,Bang Khae Nuea,"Soi Petchkasem 68,  Petchkasem Road",Condo,222.0,1.0,1.0,28,6.0,,13.7117460003,100.4167678859,2,,7.0,20,2015,March,1790000,63928.57142857143
10933763,Bangkok,Bang Na,Bang Na,"20 Soi Lasalle 19,  Sukhumvit 105 Road",Condo,1384.0,1.0,1.0,31,7.0,,13.659589,100.63108,0,2.0,6.0,4,2016,July,1550000,50000.0
11010195,Nonthaburi,Mueang Nonthaburi,Bang Khen,Bang Khen,Townhouse,,4.0,3.0,200,2.0,152.0,13.8761875,100.5376875,0,17.0,8.0,5,0,,5500000,
10538385,Bangkok,Phaya Thai,Sam Sen Nai,"1/1 Soi Phaholyothin 14, Phaholyothin Road",Condo,117.0,1.0,1.0,45,8.0,,13.7870157222,100.5478899215,3,,10.0,20,2008,June,3990000,88666.66666666667
10961552,Bangkok,Bang Kapi,Khlong Chan,Khlong Chan,Townhouse,,3.0,4.0,195,3.0,92.0,13.8054375,100.6233594,0,10.0,8.0,20,0,,5290000,
9668817,Bangkok,Khlong San,Khlong Ton Sai,543 Taksin Road,Condo,593.0,2.0,2.0,74,18.0,,13.7213126924,100.50685259790001,3,,12.0,20,2013,June,8500000,114864.86486486487
10806895,Bangkok,Bang Kapi,Hua Mak,335 Srinakarin,Condo,470.0,2.0,2.0,69,16.0,,13.7542978424,100.6473963413,0,20.0,7.0,6,2008,December,5290000,76666.66666666667
10136443,Bangkok,Phaya Thai,Sam Sen Nai,"Soi Ari 2, Paholayothin Road",Condo,79.0,2.0,1.0,47,5.0,,13.777822,100.540274,2,,14.0,14,2017,June,7300000,155319.1489361702
10720359,Bangkok,Chatuchak,Chom Phon,Phaholyothin Road,Condo,1140.0,1.0,1.0,35,18.0,,13.815483,100.563116,3,,10.0,20,2021,,4750000,135714.2857142857
10981670,Bangkok,Huai Khwang,Sam Sen Nok,558 Ratchadaphisek Road,Condo,881.0,1.0,1.0,46,21.0,,13.7987837664,100.5758564454,2,,9.0,8,2011,June,4550000,98913.04347826086
10867963,Bangkok,Phaya Thai,Sam Sen Nai,1377 Phaholyothin Road,Condo,809.0,1.0,1.0,45,21.0,,13.788908,100.545272,2,,14.0,20,2012,September,5800000,128888.88888888889
10892767,Bangkok,Watthana,Khlong Tan Nuea,"889 Soi Sukhumvit 55, Thonglor Road",Condo,447.0,1.0,1.0,42,21.0,,13.7372155506,100.5833727877,0,20.0,17.0,20,2010,January,7300000,173809.52380952382
10971256,Nonthaburi,Bang Yai,Bang Mae Nang,Bang Mae Nang,Detached House,,3.0,3.0,148,2.0,140.0,13.8704875,100.3764844,0,,4.0,2,0,,4700000,
11006266,Bangkok,Bang Phlat,Bang O,315 Charan Sanitwong Road,Condo,1412.0,1.0,1.0,38,33.0,,13.800272,100.507417,2,,13.0,2,2017,December,3100000,81578.94736842105
10852458,Bangkok,Huai Khwang,Bang Kapi,Asoke-Dindang Road,Condo,1642.0,1.0,1.0,30,10.0,,13.749389,100.563926,3,,7.0,20,2018,June,5000000,166666.66666666666
8836319,Bangkok,Phra Khanong,Bang Chak,9 Soi Sukhumvit 64/2,Condo,79.0,1.0,1.0,58,18.0,,13.6852912185,100.6093416929,2,,10.0,15,2015,February,3770000,65000.0
11032563,Bangkok,Bang Rak,Maha Phruettharam,Siphaya Road,Condo,465.0,2.0,1.0,59,5.0,,13.732397,100.52659,2,,19.0,20,2012,,6990000,118474.57627118644
10889876,Nonthaburi,Sai Noi,Sai Noi,Sai Noi,Townhouse,,3.0,2.0,74,2.0,76.0,13.9712375,100.3194219,0,,1.0,2,0,,1990000,
10282871,Bangkok,Nong Khaem,Nong Khaem,Nong Kham,Townhouse,,4.0,2.0,190,3.0,64.0,13.6921875,100.3783125,0,20.0,5.0,6,0,,2090000,
10330249,Bangkok,Bang Kapi,Hua Mak,Ramkhamhaeng Road,Condo,2073.0,1.0,1.0,43,6.0,,13.76054,100.628033,0,20.0,11.0,7,2022,,4300000,100000.0
10903622,Nonthaburi,Mueang Nonthaburi,Bang Kraso,Rattanathibet Road,Condo,2824.0,1.0,1.0,37,14.0,,13.8636530348,100.5028675423,2,,16.0,11,2016,December,1900000,51351.35135135135
10511681,Bangkok,Phaya Thai,Sam Sen Nai,Pradipat Road,Condo,1093.0,2.0,2.0,66,18.0,,13.791166,100.543624,3,,11.0,20,2013,June,5300000,80303.0303030303
11001634,Nonthaburi,Bang Kruai,Sala Klang,Samret Phatthana Road,Detached House,483.0,3.0,3.0,153,2.0,232.0,13.811151,100.351998,0,,1.0,2,0,,8500000,
10801943,Nonthaburi,Mueang Nonthaburi,Talat Khwan,8 Tiwanon Road,Condo,373.0,1.0,1.0,42,23.0,,13.8503919555,100.5164246705,1,,6.0,10,2018,January,3500000,83333.33333333333
10817289,Bangkok,Suan Luang,Suan Luang,308 Phatthanakan Road,Condo,676.0,1.0,1.0,35,26.0,,13.7392306574,100.6024884563,1,,12.0,9,2013,June,3200000,91428.57142857143
10691327,Bangkok,Saphan Sung,Saphan Sung,63/358 ถ.ราษฎร์พัฒนา ซ.5,Townhouse,,2.0,1.0,100,2.0,100.0,13.7626581,100.6759772,0,,1.0,1,0,,1520000,
11015205,Bangkok,Khlong San,Bang Lamphu Lang,Soi Krungthonburi 2,Condo,819.0,1.0,1.0,33,12.0,,13.7200289877,100.4939716953,3,,19.0,12,2022,May,5780000,175151.51515151514
10736057,Bangkok,Rat Burana,Bang Pa Kok,Soi Ratburana 11,Condo,696.0,1.0,1.0,22,6.0,,13.690501,100.489254,0,20.0,12.0,9,2017,,1240000,56363.63636363636
